sep=,
2025-05-25 15:00:00,openai.gpt-4.1-2025-04-14,337 K
2025-05-25 15:00:00,openai.gpt-4.1-mini-2025-04-14,2.02 Mil
2025-05-25 15:00:00,openai.o4-mini-2025-04-16,351 K
2025-05-25 16:00:00,anthropic.claude-3-5-haiku-20241022,9.70 K
2025-05-25 16:00:00,anthropic.claude-3-7-sonnet-20250219,240 K
2025-05-25 16:00:00,google_genai.gemini-1.5-pro-002,517
2025-05-25 16:00:00,google_genai.gemini-2.0-flash-001,185 K
2025-05-25 16:00:00,meta.llama-3-2-11b-vision-instruct,1.15 K
2025-05-25 16:00:00,mistral.mistral-small-2503,767
2025-05-25 16:00:00,mistral.pixtral-large-2411,730
2025-05-25 16:00:00,ollama.mistral:7b,154
2025-05-25 16:00:00,openai.gpt-4.1-2025-04-14,47.7 K
2025-05-25 16:00:00,openai.gpt-4.1-mini-2025-04-14,1.57 Mil
2025-05-25 16:00:00,openai.o4-mini-2025-04-16,762 K
2025-05-25 17:00:00,anthropic.claude-3-5-haiku-20241022,15.6 K
2025-05-25 17:00:00,anthropic.claude-3-7-sonnet-20250219,165 K
2025-05-25 17:00:00,google_genai.gemini-1.5-pro-002,12.4 K
2025-05-25 17:00:00,google_genai.gemini-2.0-flash-001,90.0 K
2025-05-25 17:00:00,meta.llama-3-2-11b-vision-instruct,1.06 K
2025-05-25 17:00:00,mistral.mistral-small-2503,1.45 K
2025-05-25 17:00:00,mistral.pixtral-large-2411,1.06 K
2025-05-25 17:00:00,ollama.mistral:7b,154
2025-05-25 17:00:00,openai.gpt-4.1-2025-04-14,253 K
2025-05-25 17:00:00,openai.gpt-4.1-mini-2025-04-14,2.80 Mil
2025-05-25 17:00:00,openai.o4-mini-2025-04-16,275 K
2025-05-25 18:00:00,anthropic.claude-3-5-haiku-20241022,38
2025-05-25 18:00:00,anthropic.claude-3-7-sonnet-20250219,71.9 K
2025-05-25 18:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-25 18:00:00,google_genai.gemini-2.0-flash-001,71.1 K
2025-05-25 18:00:00,meta.llama-3-2-11b-vision-instruct,25.7 K
2025-05-25 18:00:00,mistral.mistral-small-2503,88
2025-05-25 18:00:00,mistral.pixtral-large-2411,73
2025-05-25 18:00:00,ollama.mistral:7b,154
2025-05-25 18:00:00,openai.gpt-4.1-2025-04-14,399 K
2025-05-25 18:00:00,openai.gpt-4.1-mini-2025-04-14,743 K
2025-05-25 18:00:00,openai.o4-mini-2025-04-16,289 K
2025-05-25 19:00:00,anthropic.claude-3-5-haiku-20241022,38
2025-05-25 19:00:00,anthropic.claude-3-7-sonnet-20250219,71.5 K
2025-05-25 19:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-25 19:00:00,google_genai.gemini-2.0-flash-001,9.67 K
2025-05-25 19:00:00,meta.llama-3-2-11b-vision-instruct,16.1 K
2025-05-25 19:00:00,mistral.mistral-small-2503,89
2025-05-25 19:00:00,mistral.pixtral-large-2411,30.8 K
2025-05-25 19:00:00,ollama.mistral:7b,2.18 K
2025-05-25 19:00:00,openai.gpt-4.1-2025-04-14,456 K
2025-05-25 19:00:00,openai.gpt-4.1-mini-2025-04-14,1.77 Mil
2025-05-25 19:00:00,openai.o4-mini-2025-04-16,9.07 K
2025-05-25 20:00:00,anthropic.claude-3-5-haiku-20241022,11.1 K
2025-05-25 20:00:00,anthropic.claude-3-7-sonnet-20250219,219 K
2025-05-25 20:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-25 20:00:00,google_genai.gemini-2.0-flash-001,37.9 K
2025-05-25 20:00:00,meta.llama-3-2-11b-vision-instruct,11.4 K
2025-05-25 20:00:00,mistral.mistral-small-2503,88
2025-05-25 20:00:00,mistral.pixtral-large-2411,57
2025-05-25 20:00:00,ollama.mistral:7b,154
2025-05-25 20:00:00,openai.gpt-4.1-2025-04-14,276 K
2025-05-25 20:00:00,openai.gpt-4.1-mini-2025-04-14,1.26 Mil
2025-05-25 20:00:00,openai.o4-mini-2025-04-16,4.21 Mil
2025-05-25 21:00:00,anthropic.claude-3-5-haiku-20241022,38
2025-05-25 21:00:00,anthropic.claude-3-7-sonnet-20250219,658 K
2025-05-25 21:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-25 21:00:00,google_genai.gemini-2.0-flash-001,52.6 K
2025-05-25 21:00:00,meta.llama-3-2-11b-vision-instruct,37.4 K
2025-05-25 21:00:00,mistral.mistral-small-2503,88
2025-05-25 21:00:00,mistral.pixtral-large-2411,65
2025-05-25 21:00:00,ollama.mistral:7b,154
2025-05-25 21:00:00,openai.gpt-4.1-2025-04-14,834 K
2025-05-25 21:00:00,openai.gpt-4.1-mini-2025-04-14,2.61 Mil
2025-05-25 21:00:00,openai.o4-mini-2025-04-16,510 K
2025-05-25 22:00:00,anthropic.claude-3-5-haiku-20241022,10.7 K
2025-05-25 22:00:00,anthropic.claude-3-7-sonnet-20250219,958 K
2025-05-25 22:00:00,google_genai.gemini-1.5-pro-002,7.06 K
2025-05-25 22:00:00,google_genai.gemini-2.0-flash-001,9
2025-05-25 22:00:00,meta.llama-3-2-11b-vision-instruct,672
2025-05-25 22:00:00,mistral.mistral-small-2503,44
2025-05-25 22:00:00,mistral.pixtral-large-2411,40
2025-05-25 22:00:00,ollama.mistral:7b,1.30 K
2025-05-25 22:00:00,openai.gpt-4.1-2025-04-14,913 K
2025-05-25 22:00:00,openai.gpt-4.1-mini-2025-04-14,2.44 Mil
2025-05-25 22:00:00,openai.o4-mini-2025-04-16,456 K
2025-05-25 23:00:00,anthropic.claude-3-5-haiku-20241022,38
2025-05-25 23:00:00,anthropic.claude-3-7-sonnet-20250219,492 K
2025-05-25 23:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-25 23:00:00,google_genai.gemini-2.0-flash-001,18
2025-05-25 23:00:00,meta.llama-3-2-11b-vision-instruct,693
2025-05-25 23:00:00,mistral.mistral-small-2503,216
2025-05-25 23:00:00,mistral.pixtral-large-2411,74
2025-05-25 23:00:00,ollama.mistral:7b,177
2025-05-25 23:00:00,openai.gpt-4.1-2025-04-14,99.8 K
2025-05-25 23:00:00,openai.gpt-4.1-mini-2025-04-14,1.54 Mil
2025-05-25 23:00:00,openai.o4-mini-2025-04-16,527 K
2025-05-26 00:00:00,anthropic.claude-3-5-haiku-20241022,38
2025-05-26 00:00:00,anthropic.claude-3-7-sonnet-20250219,80.0 K
2025-05-26 00:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-26 00:00:00,google_genai.gemini-2.0-flash-001,18
2025-05-26 00:00:00,meta.llama-3-2-11b-vision-instruct,620
2025-05-26 00:00:00,mistral.mistral-small-2503,88
2025-05-26 00:00:00,mistral.pixtral-large-2411,60
2025-05-26 00:00:00,ollama.mistral:7b,154
2025-05-26 00:00:00,openai.gpt-4.1-2025-04-14,874 K
2025-05-26 00:00:00,openai.gpt-4.1-mini-2025-04-14,2.27 Mil
2025-05-26 00:00:00,openai.o4-mini-2025-04-16,807 K
2025-05-26 01:00:00,anthropic.claude-3-5-haiku-20241022,38
2025-05-26 01:00:00,anthropic.claude-3-7-sonnet-20250219,198 K
2025-05-26 01:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-26 01:00:00,google_genai.gemini-2.0-flash-001,18
2025-05-26 01:00:00,meta.llama-3-2-11b-vision-instruct,618
2025-05-26 01:00:00,mistral.mistral-small-2503,88
2025-05-26 01:00:00,mistral.pixtral-large-2411,34
2025-05-26 01:00:00,ollama.mistral:7b,154
2025-05-26 01:00:00,openai.gpt-4.1-2025-04-14,389 K
2025-05-26 01:00:00,openai.gpt-4.1-mini-2025-04-14,1.06 Mil
2025-05-26 01:00:00,openai.o4-mini-2025-04-16,569 K
2025-05-26 02:00:00,anthropic.claude-3-5-haiku-20241022,38
2025-05-26 02:00:00,anthropic.claude-3-7-sonnet-20250219,296 K
2025-05-26 02:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-26 02:00:00,google_genai.gemini-2.0-flash-001,18
2025-05-26 02:00:00,meta.llama-3-2-11b-vision-instruct,1.13 K
2025-05-26 02:00:00,mistral.mistral-small-2503,89
2025-05-26 02:00:00,mistral.pixtral-large-2411,41
2025-05-26 02:00:00,ollama.mistral:7b,154
2025-05-26 02:00:00,openai.gpt-4.1-2025-04-14,269 K
2025-05-26 02:00:00,openai.gpt-4.1-mini-2025-04-14,556 K
2025-05-26 02:00:00,openai.o4-mini-2025-04-16,194
2025-05-26 03:00:00,anthropic.claude-3-5-haiku-20241022,38
2025-05-26 03:00:00,anthropic.claude-3-7-sonnet-20250219,38
2025-05-26 03:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-26 03:00:00,google_genai.gemini-2.0-flash-001,18
2025-05-26 03:00:00,meta.llama-3-2-11b-vision-instruct,1.14 K
2025-05-26 03:00:00,mistral.mistral-small-2503,229
2025-05-26 03:00:00,mistral.pixtral-large-2411,60
2025-05-26 03:00:00,ollama.mistral:7b,154
2025-05-26 03:00:00,openai.gpt-4.1-2025-04-14,32
2025-05-26 03:00:00,openai.gpt-4.1-mini-2025-04-14,428 K
2025-05-26 03:00:00,openai.o4-mini-2025-04-16,184 K
2025-05-26 04:00:00,anthropic.claude-3-5-haiku-20241022,38
2025-05-26 04:00:00,anthropic.claude-3-7-sonnet-20250219,38
2025-05-26 04:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-26 04:00:00,google_genai.gemini-2.0-flash-001,18
2025-05-26 04:00:00,meta.llama-3-2-11b-vision-instruct,1.13 K
2025-05-26 04:00:00,mistral.mistral-small-2503,173
2025-05-26 04:00:00,mistral.pixtral-large-2411,81
2025-05-26 04:00:00,ollama.mistral:7b,154
2025-05-26 04:00:00,openai.gpt-4.1-2025-04-14,61.1 K
2025-05-26 04:00:00,openai.gpt-4.1-mini-2025-04-14,327 K
2025-05-26 04:00:00,openai.o4-mini-2025-04-16,130
2025-05-26 05:00:00,anthropic.claude-3-5-haiku-20241022,38
2025-05-26 05:00:00,anthropic.claude-3-7-sonnet-20250219,38
2025-05-26 05:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-26 05:00:00,google_genai.gemini-2.0-flash-001,18
2025-05-26 05:00:00,meta.llama-3-2-11b-vision-instruct,1.12 K
2025-05-26 05:00:00,mistral.mistral-small-2503,88
2025-05-26 05:00:00,mistral.pixtral-large-2411,34
2025-05-26 05:00:00,ollama.mistral:7b,154
2025-05-26 05:00:00,openai.gpt-4.1-2025-04-14,14.4 K
2025-05-26 05:00:00,openai.gpt-4.1-mini-2025-04-14,349 K
2025-05-26 05:00:00,openai.o4-mini-2025-04-16,23.4 K
2025-05-26 06:00:00,anthropic.claude-3-5-haiku-20241022,38
2025-05-26 06:00:00,anthropic.claude-3-7-sonnet-20250219,38
2025-05-26 06:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-26 06:00:00,google_genai.gemini-2.0-flash-001,18
2025-05-26 06:00:00,meta.llama-3-2-11b-vision-instruct,1.13 K
2025-05-26 06:00:00,mistral.mistral-small-2503,190
2025-05-26 06:00:00,mistral.pixtral-large-2411,99
2025-05-26 06:00:00,ollama.mistral:7b,154
2025-05-26 06:00:00,openai.gpt-4.1-2025-04-14,32
2025-05-26 06:00:00,openai.gpt-4.1-mini-2025-04-14,444 K
2025-05-26 06:00:00,openai.o4-mini-2025-04-16,130
2025-05-26 07:00:00,anthropic.claude-3-5-haiku-20241022,126
2025-05-26 07:00:00,anthropic.claude-3-7-sonnet-20250219,8.96 K
2025-05-26 07:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-26 07:00:00,google_genai.gemini-2.0-flash-001,18
2025-05-26 07:00:00,meta.llama-3-2-11b-vision-instruct,748
2025-05-26 07:00:00,mistral.mistral-small-2503,213
2025-05-26 07:00:00,mistral.pixtral-large-2411,34
2025-05-26 07:00:00,ollama.mistral:7b,154
2025-05-26 07:00:00,openai.gpt-4.1-2025-04-14,81.7 K
2025-05-26 07:00:00,openai.gpt-4.1-mini-2025-04-14,1.55 Mil
2025-05-26 07:00:00,openai.o4-mini-2025-04-16,130
2025-05-26 08:00:00,anthropic.claude-3-5-haiku-20241022,38
2025-05-26 08:00:00,anthropic.claude-3-7-sonnet-20250219,86.2 K
2025-05-26 08:00:00,google_genai.gemini-1.5-pro-002,1.51 K
2025-05-26 08:00:00,google_genai.gemini-2.0-flash-001,18
2025-05-26 08:00:00,meta.llama-3-2-11b-vision-instruct,1.14 K
2025-05-26 08:00:00,mistral.mistral-small-2503,68
2025-05-26 08:00:00,mistral.pixtral-large-2411,5.24 K
2025-05-26 08:00:00,ollama.mistral:7b,154
2025-05-26 08:00:00,openai.gpt-4.1-2025-04-14,8.64 K
2025-05-26 08:00:00,openai.gpt-4.1-mini-2025-04-14,1.73 Mil
2025-05-26 08:00:00,openai.o4-mini-2025-04-16,18.1 K
2025-05-26 09:00:00,anthropic.claude-3-5-haiku-20241022,38
2025-05-26 09:00:00,anthropic.claude-3-7-sonnet-20250219,679 K
2025-05-26 09:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-26 09:00:00,google_genai.gemini-2.0-flash-001,18
2025-05-26 09:00:00,meta.llama-3-2-11b-vision-instruct,1.15 K
2025-05-26 09:00:00,mistral.mistral-small-2503,88
2025-05-26 09:00:00,mistral.pixtral-large-2411,113
2025-05-26 09:00:00,ollama.mistral:7b,1.06 K
2025-05-26 09:00:00,openai.gpt-4.1-2025-04-14,8.14 K
2025-05-26 09:00:00,openai.gpt-4.1-mini-2025-04-14,1.36 Mil
2025-05-26 09:00:00,openai.o4-mini-2025-04-16,4.38 K
2025-05-26 10:00:00,anthropic.claude-3-5-haiku-20241022,38
2025-05-26 10:00:00,anthropic.claude-3-7-sonnet-20250219,251 K
2025-05-26 10:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-26 10:00:00,google_genai.gemini-2.0-flash-001,4.02 K
2025-05-26 10:00:00,meta.llama-3-2-11b-vision-instruct,1.14 K
2025-05-26 10:00:00,mistral.mistral-small-2503,88
2025-05-26 10:00:00,mistral.pixtral-large-2411,83
2025-05-26 10:00:00,ollama.mistral:7b,177
2025-05-26 10:00:00,openai.gpt-4.1-2025-04-14,549 K
2025-05-26 10:00:00,openai.gpt-4.1-mini-2025-04-14,630 K
2025-05-26 10:00:00,openai.o4-mini-2025-04-16,78.2 K
2025-05-26 11:00:00,anthropic.claude-3-5-haiku-20241022,11.1 K
2025-05-26 11:00:00,anthropic.claude-3-7-sonnet-20250219,199 K
2025-05-26 11:00:00,google_genai.gemini-1.5-pro-002,11.0 K
2025-05-26 11:00:00,google_genai.gemini-2.0-flash-001,18
2025-05-26 11:00:00,meta.llama-3-2-11b-vision-instruct,1.14 K
2025-05-26 11:00:00,mistral.mistral-small-2503,54.4 K
2025-05-26 11:00:00,mistral.pixtral-large-2411,71
2025-05-26 11:00:00,ollama.mistral:7b,154
2025-05-26 11:00:00,openai.gpt-4.1-2025-04-14,74.8 K
2025-05-26 11:00:00,openai.gpt-4.1-mini-2025-04-14,3.62 Mil
2025-05-26 11:00:00,openai.o4-mini-2025-04-16,108 K
2025-05-26 12:00:00,anthropic.claude-3-5-haiku-20241022,38
2025-05-26 12:00:00,anthropic.claude-3-7-sonnet-20250219,702 K
2025-05-26 12:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-26 12:00:00,google_genai.gemini-2.0-flash-001,18
2025-05-26 12:00:00,meta.llama-3-2-11b-vision-instruct,2.70 K
2025-05-26 12:00:00,mistral.mistral-small-2503,216
2025-05-26 12:00:00,mistral.pixtral-large-2411,34
2025-05-26 12:00:00,ollama.mistral:7b,154
2025-05-26 12:00:00,openai.gpt-4.1-2025-04-14,1.36 Mil
2025-05-26 12:00:00,openai.gpt-4.1-mini-2025-04-14,2.39 Mil
2025-05-26 12:00:00,openai.o4-mini-2025-04-16,104 K
2025-05-26 13:00:00,anthropic.claude-3-5-haiku-20241022,38
2025-05-26 13:00:00,anthropic.claude-3-7-sonnet-20250219,342 K
2025-05-26 13:00:00,google_genai.gemini-1.5-pro-002,3.52 K
2025-05-26 13:00:00,google_genai.gemini-2.0-flash-001,18
2025-05-26 13:00:00,meta.llama-3-2-11b-vision-instruct,1.88 K
2025-05-26 13:00:00,mistral.mistral-small-2503,88
2025-05-26 13:00:00,mistral.pixtral-large-2411,57
2025-05-26 13:00:00,ollama.mistral:7b,154
2025-05-26 13:00:00,openai.gpt-4.1-2025-04-14,269 K
2025-05-26 13:00:00,openai.gpt-4.1-mini-2025-04-14,2.03 Mil
2025-05-26 13:00:00,openai.o4-mini-2025-04-16,175 K
2025-05-26 14:00:00,anthropic.claude-3-5-haiku-20241022,8.62 K
2025-05-26 14:00:00,anthropic.claude-3-7-sonnet-20250219,670 K
2025-05-26 14:00:00,google_genai.gemini-1.5-pro-002,1.08 K
2025-05-26 14:00:00,google_genai.gemini-2.0-flash-001,18
2025-05-26 14:00:00,meta.llama-3-2-11b-vision-instruct,3.35 K
2025-05-26 14:00:00,mistral.mistral-small-2503,89
2025-05-26 14:00:00,mistral.pixtral-large-2411,57
2025-05-26 14:00:00,ollama.mistral:7b,154
2025-05-26 14:00:00,openai.gpt-4.1-2025-04-14,26.3 K
2025-05-26 14:00:00,openai.gpt-4.1-mini-2025-04-14,2.33 Mil
2025-05-26 14:00:00,openai.o4-mini-2025-04-16,340 K
2025-05-26 15:00:00,anthropic.claude-3-5-haiku-20241022,38
2025-05-26 15:00:00,anthropic.claude-3-7-sonnet-20250219,450 K
2025-05-26 15:00:00,google_genai.gemini-1.5-pro-002,4.26 K
2025-05-26 15:00:00,google_genai.gemini-2.0-flash-001,18
2025-05-26 15:00:00,meta.llama-3-2-11b-vision-instruct,3.72 K
2025-05-26 15:00:00,mistral.mistral-small-2503,176
2025-05-26 15:00:00,mistral.pixtral-large-2411,57
2025-05-26 15:00:00,ollama.mistral:7b,154
2025-05-26 15:00:00,openai.gpt-4.1-2025-04-14,330 K
2025-05-26 15:00:00,openai.gpt-4.1-mini-2025-04-14,2.63 Mil
2025-05-26 15:00:00,openai.o4-mini-2025-04-16,233 K
2025-05-26 16:00:00,anthropic.claude-3-5-haiku-20241022,23.7 K
2025-05-26 16:00:00,anthropic.claude-3-7-sonnet-20250219,858 K
2025-05-26 16:00:00,google_genai.gemini-1.5-pro-002,14.5 K
2025-05-26 16:00:00,google_genai.gemini-2.0-flash-001,132
2025-05-26 16:00:00,meta.llama-3-2-11b-vision-instruct,14.0 K
2025-05-26 16:00:00,mistral.mistral-small-2503,225
2025-05-26 16:00:00,mistral.pixtral-large-2411,8.07 K
2025-05-26 16:00:00,ollama.mistral:7b,154
2025-05-26 16:00:00,openai.gpt-4.1-2025-04-14,223 K
2025-05-26 16:00:00,openai.gpt-4.1-mini-2025-04-14,1.37 Mil
2025-05-26 16:00:00,openai.o4-mini-2025-04-16,413 K
2025-05-26 17:00:00,anthropic.claude-3-5-haiku-20241022,169
2025-05-26 17:00:00,anthropic.claude-3-7-sonnet-20250219,336 K
2025-05-26 17:00:00,google_genai.gemini-1.5-pro-002,526
2025-05-26 17:00:00,google_genai.gemini-2.0-flash-001,111 K
2025-05-26 17:00:00,meta.llama-3-2-11b-vision-instruct,44.9 K
2025-05-26 17:00:00,mistral.mistral-small-2503,882
2025-05-26 17:00:00,mistral.pixtral-large-2411,749
2025-05-26 17:00:00,ollama.mistral:7b,731
2025-05-26 17:00:00,openai.gpt-4.1-2025-04-14,309 K
2025-05-26 17:00:00,openai.gpt-4.1-mini-2025-04-14,3.12 Mil
2025-05-26 17:00:00,openai.o4-mini-2025-04-16,333 K
2025-05-26 18:00:00,anthropic.claude-3-5-haiku-20241022,87
2025-05-26 18:00:00,anthropic.claude-3-7-sonnet-20250219,329 K
2025-05-26 18:00:00,google_genai.gemini-1.5-pro-002,177
2025-05-26 18:00:00,google_genai.gemini-2.0-flash-001,71
2025-05-26 18:00:00,meta.llama-3-2-11b-vision-instruct,6.88 K
2025-05-26 18:00:00,mistral.mistral-small-2503,394
2025-05-26 18:00:00,mistral.pixtral-large-2411,348
2025-05-26 18:00:00,ollama.mistral:7b,4.71 K
2025-05-26 18:00:00,openai.gpt-4.1-2025-04-14,166 K
2025-05-26 18:00:00,openai.gpt-4.1-mini-2025-04-14,2.12 Mil
2025-05-26 18:00:00,openai.o4-mini-2025-04-16,33.7 K
2025-05-26 19:00:00,anthropic.claude-3-5-haiku-20241022,38
2025-05-26 19:00:00,anthropic.claude-3-7-sonnet-20250219,345 K
2025-05-26 19:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-26 19:00:00,google_genai.gemini-2.0-flash-001,3.85 K
2025-05-26 19:00:00,meta.llama-3-2-11b-vision-instruct,4.38 K
2025-05-26 19:00:00,mistral.mistral-small-2503,172
2025-05-26 19:00:00,mistral.pixtral-large-2411,34
2025-05-26 19:00:00,ollama.mistral:7b,177
2025-05-26 19:00:00,openai.gpt-4.1-2025-04-14,21.1 K
2025-05-26 19:00:00,openai.gpt-4.1-mini-2025-04-14,3.11 Mil
2025-05-26 19:00:00,openai.o4-mini-2025-04-16,794 K
2025-05-26 20:00:00,anthropic.claude-3-5-haiku-20241022,38
2025-05-26 20:00:00,anthropic.claude-3-7-sonnet-20250219,141 K
2025-05-26 20:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-26 20:00:00,google_genai.gemini-2.0-flash-001,9
2025-05-26 20:00:00,meta.llama-3-2-11b-vision-instruct,4.14 K
2025-05-26 20:00:00,mistral.mistral-small-2503,88
2025-05-26 20:00:00,mistral.pixtral-large-2411,57
2025-05-26 20:00:00,ollama.mistral:7b,154
2025-05-26 20:00:00,openai.gpt-4.1-2025-04-14,449 K
2025-05-26 20:00:00,openai.gpt-4.1-mini-2025-04-14,1.74 Mil
2025-05-26 20:00:00,openai.o4-mini-2025-04-16,4.14 Mil
2025-05-26 21:00:00,anthropic.claude-3-5-haiku-20241022,38
2025-05-26 21:00:00,anthropic.claude-3-7-sonnet-20250219,544 K
2025-05-26 21:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-26 21:00:00,google_genai.gemini-2.0-flash-001,29.9 K
2025-05-26 21:00:00,meta.llama-3-2-11b-vision-instruct,720
2025-05-26 21:00:00,mistral.mistral-small-2503,88
2025-05-26 21:00:00,mistral.pixtral-large-2411,60
2025-05-26 21:00:00,ollama.mistral:7b,154
2025-05-26 21:00:00,openai.gpt-4.1-2025-04-14,1.25 Mil
2025-05-26 21:00:00,openai.gpt-4.1-mini-2025-04-14,1.30 Mil
2025-05-26 21:00:00,openai.o4-mini-2025-04-16,1.22 Mil
2025-05-26 22:00:00,anthropic.claude-3-5-haiku-20241022,38
2025-05-26 22:00:00,anthropic.claude-3-7-sonnet-20250219,184 K
2025-05-26 22:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-26 22:00:00,google_genai.gemini-2.0-flash-001,164 K
2025-05-26 22:00:00,meta.llama-3-2-11b-vision-instruct,37.6 K
2025-05-26 22:00:00,mistral.mistral-small-2503,88
2025-05-26 22:00:00,mistral.pixtral-large-2411,34
2025-05-26 22:00:00,ollama.mistral:7b,3.44 K
2025-05-26 22:00:00,openai.gpt-4.1-2025-04-14,283 K
2025-05-26 22:00:00,openai.gpt-4.1-mini-2025-04-14,1.18 Mil
2025-05-26 22:00:00,openai.o4-mini-2025-04-16,531 K
2025-05-26 23:00:00,anthropic.claude-3-5-haiku-20241022,38
2025-05-26 23:00:00,anthropic.claude-3-7-sonnet-20250219,586 K
2025-05-26 23:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-26 23:00:00,google_genai.gemini-2.0-flash-001,296 K
2025-05-26 23:00:00,meta.llama-3-2-11b-vision-instruct,2.60 K
2025-05-26 23:00:00,mistral.mistral-small-2503,172
2025-05-26 23:00:00,mistral.pixtral-large-2411,98
2025-05-26 23:00:00,ollama.mistral:7b,177
2025-05-26 23:00:00,openai.gpt-4.1-2025-04-14,399 K
2025-05-26 23:00:00,openai.gpt-4.1-mini-2025-04-14,2.13 Mil
2025-05-26 23:00:00,openai.o4-mini-2025-04-16,39.9 K
